id,product_name,product_category,product_vendor,product_manufacturing_date,product_expiry_date
752,Product_1753221064,Electronics,Vendor A,2025-07-22 16:51:04.057794+00:00,2026-06-27 16:51:04.057794+00:00
753,Product_1753221069,Books,Vendor A,2025-07-22 16:51:09.070886+00:00,2025-11-02 16:51:09.070886+00:00
754,Product_1753221074,Grocery,Vendor E,2025-07-22 16:51:14.081698+00:00,2026-05-04 16:51:14.081698+00:00
755,Product_1753221079,Electronics,Vendor B,2025-07-22 16:51:19.092922+00:00,2026-02-23 16:51:19.092922+00:00
756,Product_1753221084,Books,Vendor A,2025-07-22 16:51:24.101372+00:00,2025-09-20 16:51:24.101372+00:00
757,Product_1753221089,Toys,Vendor E,2025-07-22 16:51:29.127353+00:00,2026-02-18 16:51:29.127353+00:00
758,Product_1753221094,Electronics,Vendor A,2025-07-22 16:51:34.138983+00:00,2026-01-30 16:51:34.138983+00:00
759,Product_1753221099,Books,Vendor D,2025-07-22 16:51:39.150304+00:00,2025-09-16 16:51:39.150304+00:00
760,Product_1753221104,Electronics,Vendor C,2025-07-22 16:51:44.163536+00:00,2026-06-19 16:51:44.163536+00:00
761,Product_1753221109,Grocery,Vendor C,2025-07-22 16:51:49.175101+00:00,2026-07-20 16:51:49.175101+00:00
762,Product_1753221114,Toys,Vendor A,2025-07-22 16:51:54.203203+00:00,2025-12-01 16:51:54.203203+00:00
763,Product_1753221119,Toys,Vendor E,2025-07-22 16:51:59.214925+00:00,2025-11-03 16:51:59.214925+00:00
764,Product_1753221124,Electronics,Vendor A,2025-07-22 16:52:04.225099+00:00,2026-07-18 16:52:04.225099+00:00
765,Product_1753221129,Clothing,Vendor B,2025-07-22 16:52:09.233920+00:00,2026-06-29 16:52:09.233920+00:00
766,Product_1753221134,Toys,Vendor A,2025-07-22 16:52:14.245725+00:00,2026-04-23 16:52:14.245725+00:00
767,Product_1753221139,Books,Vendor A,2025-07-22 16:52:19.254156+00:00,2025-10-16 16:52:19.254156+00:00
768,Product_1753221144,Electronics,Vendor A,2025-07-22 16:52:24.265870+00:00,2025-11-07 16:52:24.265870+00:00
769,Product_1753221149,Books,Vendor E,2025-07-22 16:52:29.276884+00:00,2025-09-24 16:52:29.276884+00:00
770,Product_1753221154,Toys,Vendor B,2025-07-22 16:52:34.317543+00:00,2026-03-26 16:52:34.317543+00:00
771,Product_1753221159,Electronics,Vendor B,2025-07-22 16:52:39.347858+00:00,2025-11-09 16:52:39.347858+00:00
772,Product_1753221164,Electronics,Vendor C,2025-07-22 16:52:44.360697+00:00,2026-03-07 16:52:44.360697+00:00
773,Product_1753221169,Clothing,Vendor B,2025-07-22 16:52:49.371959+00:00,2025-09-04 16:52:49.371959+00:00
774,Product_1753221174,Clothing,Vendor D,2025-07-22 16:52:54.383887+00:00,2026-01-31 16:52:54.383887+00:00
775,Product_1753221179,Toys,Vendor D,2025-07-22 16:52:59.391221+00:00,2025-08-29 16:52:59.391221+00:00
776,Product_1753221184,Electronics,Vendor A,2025-07-22 16:53:04.403331+00:00,2026-06-18 16:53:04.403331+00:00
777,Product_1753221189,Toys,Vendor E,2025-07-22 16:53:09.414069+00:00,2026-05-31 16:53:09.414069+00:00
778,Product_1753221194,Electronics,Vendor B,2025-07-22 16:53:14.426032+00:00,2026-05-28 16:53:14.426032+00:00
779,Product_1753221199,Clothing,Vendor E,2025-07-22 16:53:19.438002+00:00,2025-10-18 16:53:19.438002+00:00
780,Product_1753221204,Clothing,Vendor B,2025-07-22 16:53:24.449376+00:00,2026-06-11 16:53:24.449376+00:00
781,Product_1753221209,Electronics,Vendor A,2025-07-22 16:53:29.460700+00:00,2026-05-03 16:53:29.460700+00:00
782,Product_1753221214,Grocery,Vendor B,2025-07-22 16:53:34.485411+00:00,2026-04-22 16:53:34.485411+00:00
783,Product_1753221219,Toys,Vendor A,2025-07-22 16:53:39.496953+00:00,2025-09-19 16:53:39.496953+00:00
784,Product_1753221224,Electronics,Vendor D,2025-07-22 16:53:44.509466+00:00,2026-01-03 16:53:44.509466+00:00
785,Product_1753221229,Clothing,Vendor B,2025-07-22 16:53:49.516446+00:00,2025-12-02 16:53:49.516446+00:00
786,Product_1753221234,Electronics,Vendor C,2025-07-22 16:53:54.522992+00:00,2025-11-15 16:53:54.522992+00:00
787,Product_1753221239,Books,Vendor A,2025-07-22 16:53:59.533198+00:00,2025-11-01 16:53:59.533198+00:00
788,Product_1753221244,Electronics,Vendor C,2025-07-22 16:54:04.539300+00:00,2025-12-30 16:54:04.539300+00:00
789,Product_1753221249,Toys,Vendor E,2025-07-22 16:54:09.550482+00:00,2026-05-10 16:54:09.550482+00:00
790,Product_1753221254,Books,Vendor C,2025-07-22 16:54:14.562579+00:00,2026-04-14 16:54:14.562579+00:00
791,Product_1753221259,Electronics,Vendor D,2025-07-22 16:54:19.574184+00:00,2026-03-09 16:54:19.574184+00:00
792,Product_1753221264,Electronics,Vendor C,2025-07-22 16:54:24.587082+00:00,2026-06-15 16:54:24.587082+00:00
793,Product_1753221269,Books,Vendor E,2025-07-22 16:54:29.593436+00:00,2025-11-04 16:54:29.593436+00:00
794,Product_1753221274,Electronics,Vendor A,2025-07-22 16:54:34.604408+00:00,2025-11-29 16:54:34.604408+00:00
795,Product_1753221279,Grocery,Vendor C,2025-07-22 16:54:39.617273+00:00,2025-09-19 16:54:39.617273+00:00
796,Product_1753221284,Toys,Vendor E,2025-07-22 16:54:44.628057+00:00,2025-10-11 16:54:44.628057+00:00
797,Product_1753221289,Clothing,Vendor A,2025-07-22 16:54:49.635748+00:00,2026-01-15 16:54:49.635748+00:00
798,Product_1753221294,Electronics,Vendor B,2025-07-22 16:54:54.643151+00:00,2025-12-03 16:54:54.643151+00:00
799,Product_1753221299,Grocery,Vendor C,2025-07-22 16:54:59.650771+00:00,2025-08-31 16:54:59.650771+00:00
800,Product_1753221304,Clothing,Vendor A,2025-07-22 16:55:04.661834+00:00,2026-02-12 16:55:04.661834+00:00
801,Product_1753221309,Toys,Vendor B,2025-07-22 16:55:09.667874+00:00,2025-09-19 16:55:09.667874+00:00
802,Product_1753221314,Books,Vendor E,2025-07-22 16:55:14.673311+00:00,2026-06-25 16:55:14.673311+00:00
803,Product_1753221319,Books,Vendor D,2025-07-22 16:55:19.684661+00:00,2026-03-23 16:55:19.684661+00:00
804,Product_1753221324,Toys,Vendor E,2025-07-22 16:55:24.692274+00:00,2026-06-18 16:55:24.692274+00:00
805,Product_1753221329,Grocery,Vendor B,2025-07-22 16:55:29.705337+00:00,2026-01-28 16:55:29.705337+00:00
806,Product_1753221334,Clothing,Vendor E,2025-07-22 16:55:34.712656+00:00,2025-09-20 16:55:34.712656+00:00
807,Product_1753221339,Toys,Vendor E,2025-07-22 16:55:39.720958+00:00,2026-03-12 16:55:39.720958+00:00
808,Product_1753221344,Electronics,Vendor A,2025-07-22 16:55:44.733536+00:00,2026-07-13 16:55:44.733536+00:00
809,Product_1753221349,Toys,Vendor B,2025-07-22 16:55:49.750371+00:00,2025-12-10 16:55:49.750371+00:00
810,Product_1753221354,Electronics,Vendor E,2025-07-22 16:55:54.759497+00:00,2025-12-22 16:55:54.759497+00:00
811,Product_1753221359,Electronics,Vendor A,2025-07-22 16:55:59.766277+00:00,2026-02-14 16:55:59.766277+00:00
812,Product_1753221364,Electronics,Vendor A,2025-07-22 16:56:04.771988+00:00,2026-01-22 16:56:04.771988+00:00
813,Product_1753221369,Grocery,Vendor E,2025-07-22 16:56:09.778429+00:00,2026-03-10 16:56:09.778429+00:00
814,Product_1753221374,Grocery,Vendor B,2025-07-22 16:56:14.789422+00:00,2026-05-22 16:56:14.789422+00:00
815,Product_1753221379,Books,Vendor A,2025-07-22 16:56:19.802710+00:00,2026-01-10 16:56:19.802710+00:00
816,Product_1753221384,Electronics,Vendor B,2025-07-22 16:56:24.813908+00:00,2025-09-07 16:56:24.813908+00:00
817,Product_1753221389,Grocery,Vendor A,2025-07-22 16:56:29.825077+00:00,2026-04-16 16:56:29.825077+00:00
818,Product_1753221394,Books,Vendor A,2025-07-22 16:56:34.838102+00:00,2026-07-19 16:56:34.838102+00:00
819,Product_1753221399,Books,Vendor E,2025-07-22 16:56:39.848802+00:00,2026-04-16 16:56:39.848802+00:00
820,Product_1753221404,Electronics,Vendor A,2025-07-22 16:56:44.861751+00:00,2026-01-25 16:56:44.861751+00:00
821,Product_1753221409,Electronics,Vendor E,2025-07-22 16:56:49.868596+00:00,2026-05-01 16:56:49.868596+00:00
822,Product_1753221414,Grocery,Vendor C,2025-07-22 16:56:54.879160+00:00,2026-04-01 16:56:54.879160+00:00
823,Product_1753221419,Toys,Vendor E,2025-07-22 16:56:59.889635+00:00,2026-03-07 16:56:59.889635+00:00
824,Product_1753221424,Grocery,Vendor D,2025-07-22 16:57:04.995748+00:00,2026-05-06 16:57:04.995748+00:00
825,Product_1753221430,Clothing,Vendor A,2025-07-22 16:57:10.007808+00:00,2026-03-07 16:57:10.007808+00:00
826,Product_1753221435,Toys,Vendor B,2025-07-22 16:57:15.019544+00:00,2026-02-12 16:57:15.019544+00:00
827,Product_1753221440,Books,Vendor C,2025-07-22 16:57:20.031930+00:00,2026-02-15 16:57:20.031930+00:00
828,Product_1753221445,Toys,Vendor B,2025-07-22 16:57:25.042399+00:00,2025-09-03 16:57:25.042399+00:00
829,Product_1753221450,Toys,Vendor C,2025-07-22 16:57:30.048392+00:00,2025-10-02 16:57:30.048392+00:00
830,Product_1753221455,Books,Vendor B,2025-07-22 16:57:35.062035+00:00,2026-05-31 16:57:35.062035+00:00
831,Product_1753221460,Books,Vendor D,2025-07-22 16:57:40.075418+00:00,2026-06-11 16:57:40.075418+00:00
832,Product_1753221465,Grocery,Vendor E,2025-07-22 16:57:45.086032+00:00,2026-07-02 16:57:45.086032+00:00
833,Product_1753221470,Electronics,Vendor E,2025-07-22 16:57:50.098849+00:00,2026-05-14 16:57:50.098849+00:00
834,Product_1753221475,Books,Vendor B,2025-07-22 16:57:55.103816+00:00,2026-03-06 16:57:55.103816+00:00
835,Product_1753221480,Books,Vendor D,2025-07-22 16:58:00.110819+00:00,2026-05-25 16:58:00.110819+00:00
836,Product_1753221485,Grocery,Vendor E,2025-07-22 16:58:05.118340+00:00,2026-01-28 16:58:05.118340+00:00
837,Product_1753221490,Clothing,Vendor A,2025-07-22 16:58:10.130004+00:00,2025-12-08 16:58:10.130004+00:00
838,Product_1753221495,Clothing,Vendor B,2025-07-22 16:58:15.136852+00:00,2025-09-21 16:58:15.136852+00:00
839,Product_1753221500,Electronics,Vendor A,2025-07-22 16:58:20.144646+00:00,2025-09-17 16:58:20.144646+00:00
840,Product_1753221505,Grocery,Vendor A,2025-07-22 16:58:25.156972+00:00,2025-09-29 16:58:25.156972+00:00
841,Product_1753221510,Books,Vendor A,2025-07-22 16:58:30.167299+00:00,2025-08-22 16:58:30.167299+00:00
842,Product_1753221515,Books,Vendor D,2025-07-22 16:58:35.178249+00:00,2025-11-04 16:58:35.178249+00:00
843,Product_1753221520,Electronics,Vendor D,2025-07-22 16:58:40.227859+00:00,2025-10-09 16:58:40.227859+00:00
844,Product_1753221525,Toys,Vendor D,2025-07-22 16:58:45.233703+00:00,2026-01-24 16:58:45.233703+00:00
845,Product_1753221530,Clothing,Vendor D,2025-07-22 16:58:50.246619+00:00,2026-07-18 16:58:50.246619+00:00
846,Product_1753221535,Toys,Vendor D,2025-07-22 16:58:55.259553+00:00,2026-03-30 16:58:55.259553+00:00
847,Product_1753221540,Grocery,Vendor E,2025-07-22 16:59:00.270277+00:00,2026-04-15 16:59:00.270277+00:00
848,Product_1753221545,Toys,Vendor D,2025-07-22 16:59:05.281375+00:00,2026-05-06 16:59:05.281375+00:00
849,Product_1753221550,Books,Vendor B,2025-07-22 16:59:10.287931+00:00,2026-03-31 16:59:10.287931+00:00
850,Product_1753221555,Books,Vendor D,2025-07-22 16:59:15.297689+00:00,2026-04-17 16:59:15.297689+00:00
851,Product_1753221560,Clothing,Vendor C,2025-07-22 16:59:20.304669+00:00,2025-12-03 16:59:20.304669+00:00
852,Product_1753221565,Books,Vendor C,2025-07-22 16:59:25.318353+00:00,2026-04-06 16:59:25.318353+00:00
853,Product_1753221570,Electronics,Vendor A,2025-07-22 16:59:30.323453+00:00,2026-02-02 16:59:30.323453+00:00
854,Product_1753221575,Grocery,Vendor A,2025-07-22 16:59:35.456873+00:00,2025-10-01 16:59:35.456873+00:00
855,Product_1753221580,Clothing,Vendor A,2025-07-22 16:59:40.472555+00:00,2026-04-10 16:59:40.472555+00:00
856,Product_1753221585,Books,Vendor A,2025-07-22 16:59:45.484367+00:00,2026-03-23 16:59:45.484367+00:00
857,Product_1753221590,Electronics,Vendor A,2025-07-22 16:59:50.493048+00:00,2026-06-14 16:59:50.493048+00:00
858,Product_1753221595,Clothing,Vendor A,2025-07-22 16:59:55.507845+00:00,2026-05-16 16:59:55.507845+00:00
859,Product_1753221600,Toys,Vendor B,2025-07-22 17:00:00.520569+00:00,2025-10-19 17:00:00.520569+00:00
860,Product_1753221605,Electronics,Vendor E,2025-07-22 17:00:05.527268+00:00,2026-03-13 17:00:05.527268+00:00
861,Product_1753221610,Toys,Vendor D,2025-07-22 17:00:10.538167+00:00,2026-05-18 17:00:10.538167+00:00
862,Product_1753221615,Toys,Vendor C,2025-07-22 17:00:15.552092+00:00,2025-09-01 17:00:15.552092+00:00
863,Product_1753221620,Toys,Vendor C,2025-07-22 17:00:20.559889+00:00,2026-07-02 17:00:20.559889+00:00
864,Product_1753221625,Clothing,Vendor A,2025-07-22 17:00:25.567388+00:00,2025-09-24 17:00:25.567388+00:00
865,Product_1753221630,Clothing,Vendor C,2025-07-22 17:00:30.573392+00:00,2026-07-21 17:00:30.573392+00:00
866,Product_1753221635,Books,Vendor A,2025-07-22 17:00:35.580828+00:00,2026-06-30 17:00:35.580828+00:00
867,Product_1753221640,Clothing,Vendor E,2025-07-22 17:00:40.591877+00:00,2025-09-02 17:00:40.591877+00:00
868,Product_1753221645,Toys,Vendor B,2025-07-22 17:00:45.697568+00:00,2025-12-07 17:00:45.697568+00:00
869,Product_1753221650,Clothing,Vendor D,2025-07-22 17:00:50.703275+00:00,2026-01-31 17:00:50.703275+00:00
870,Product_1753221655,Electronics,Vendor B,2025-07-22 17:00:55.713578+00:00,2026-04-22 17:00:55.713578+00:00
871,Product_1753221660,Clothing,Vendor A,2025-07-22 17:01:00.726875+00:00,2026-06-12 17:01:00.726875+00:00
872,Product_1753221665,Toys,Vendor D,2025-07-22 17:01:05.737870+00:00,2026-03-21 17:01:05.737870+00:00
873,Product_1753221670,Grocery,Vendor D,2025-07-22 17:01:10.748819+00:00,2026-06-21 17:01:10.748819+00:00
874,Product_1753221675,Electronics,Vendor D,2025-07-22 17:01:15.761806+00:00,2025-12-17 17:01:15.761806+00:00
875,Product_1753221680,Clothing,Vendor B,2025-07-22 17:01:20.775432+00:00,2026-07-21 17:01:20.775432+00:00
876,Product_1753221685,Grocery,Vendor E,2025-07-22 17:01:25.789806+00:00,2026-03-18 17:01:25.789806+00:00
877,Product_1753221690,Books,Vendor D,2025-07-22 17:01:30.802623+00:00,2026-02-25 17:01:30.802623+00:00
878,Product_1753221695,Electronics,Vendor D,2025-07-22 17:01:35.910541+00:00,2026-03-26 17:01:35.910541+00:00
879,Product_1753221700,Electronics,Vendor C,2025-07-22 17:01:40.917769+00:00,2025-12-03 17:01:40.917769+00:00
880,Product_1753221705,Books,Vendor A,2025-07-22 17:01:45.932115+00:00,2026-07-04 17:01:45.932115+00:00
881,Product_1753221710,Toys,Vendor A,2025-07-22 17:01:50.940053+00:00,2025-09-25 17:01:50.940053+00:00
882,Product_1753221715,Books,Vendor A,2025-07-22 17:01:55.946231+00:00,2026-03-02 17:01:55.946231+00:00
883,Product_1753221721,Clothing,Vendor A,2025-07-22 17:02:01.048645+00:00,2026-01-14 17:02:01.048645+00:00
884,Product_1753221726,Toys,Vendor B,2025-07-22 17:02:06.061495+00:00,2026-03-02 17:02:06.061495+00:00
885,Product_1753221731,Toys,Vendor C,2025-07-22 17:02:11.072294+00:00,2026-05-19 17:02:11.072294+00:00
886,Product_1753221736,Books,Vendor D,2025-07-22 17:02:16.084651+00:00,2025-09-14 17:02:16.084651+00:00
887,Product_1753221741,Grocery,Vendor E,2025-07-22 17:02:21.098329+00:00,2025-12-01 17:02:21.098329+00:00
888,Product_1753221746,Toys,Vendor B,2025-07-22 17:02:26.109831+00:00,2026-03-14 17:02:26.109831+00:00
889,Product_1753221751,Electronics,Vendor C,2025-07-22 17:02:31.124754+00:00,2026-03-23 17:02:31.124754+00:00
890,Product_1753221756,Clothing,Vendor E,2025-07-22 17:02:36.137535+00:00,2026-01-29 17:02:36.137535+00:00
891,Product_1753221761,Clothing,Vendor A,2025-07-22 17:02:41.147802+00:00,2026-03-11 17:02:41.147802+00:00
892,Product_1753221766,Grocery,Vendor D,2025-07-22 17:02:46.159687+00:00,2026-07-10 17:02:46.159687+00:00
893,Product_1753221771,Books,Vendor E,2025-07-22 17:02:51.172914+00:00,2026-07-08 17:02:51.172914+00:00
894,Product_1753221776,Clothing,Vendor E,2025-07-22 17:02:56.180504+00:00,2026-04-13 17:02:56.180504+00:00
895,Product_1753221781,Clothing,Vendor B,2025-07-22 17:03:01.192434+00:00,2025-11-01 17:03:01.192434+00:00
896,Product_1753221786,Toys,Vendor D,2025-07-22 17:03:06.199036+00:00,2025-11-07 17:03:06.199036+00:00
897,Product_1753221791,Electronics,Vendor B,2025-07-22 17:03:11.205393+00:00,2025-09-12 17:03:11.205393+00:00
898,Product_1753221796,Clothing,Vendor C,2025-07-22 17:03:16.218523+00:00,2026-06-09 17:03:16.218523+00:00
899,Product_1753221801,Electronics,Vendor E,2025-07-22 17:03:21.235101+00:00,2026-07-04 17:03:21.235101+00:00
900,Product_1753221806,Grocery,Vendor B,2025-07-22 17:03:26.247671+00:00,2026-05-17 17:03:26.247671+00:00
901,Product_1753221811,Grocery,Vendor A,2025-07-22 17:03:31.260806+00:00,2025-12-15 17:03:31.260806+00:00
902,Product_1753221816,Toys,Vendor A,2025-07-22 17:03:36.273350+00:00,2026-04-01 17:03:36.273350+00:00
903,Product_1753221821,Grocery,Vendor B,2025-07-22 17:03:41.286411+00:00,2026-04-05 17:03:41.286411+00:00
904,Product_1753221826,Toys,Vendor A,2025-07-22 17:03:46.296992+00:00,2026-02-01 17:03:46.296992+00:00
905,Product_1753221831,Grocery,Vendor E,2025-07-22 17:03:51.306501+00:00,2026-05-28 17:03:51.306501+00:00
906,Product_1753221836,Books,Vendor B,2025-07-22 17:03:56.320538+00:00,2025-12-27 17:03:56.320538+00:00
907,Product_1753221841,Toys,Vendor D,2025-07-22 17:04:01.327415+00:00,2025-10-12 17:04:01.327415+00:00
908,Product_1753221846,Grocery,Vendor C,2025-07-22 17:04:06.335144+00:00,2025-09-29 17:04:06.335144+00:00
909,Product_1753221851,Clothing,Vendor B,2025-07-22 17:04:11.342299+00:00,2026-06-26 17:04:11.342299+00:00
910,Product_1753221856,Grocery,Vendor D,2025-07-22 17:04:16.349647+00:00,2026-04-29 17:04:16.349647+00:00
911,Product_1753221861,Grocery,Vendor E,2025-07-22 17:04:21.360834+00:00,2026-01-15 17:04:21.360834+00:00
912,Product_1753221867,Books,Vendor A,2025-07-22 17:04:27.113736+00:00,2026-02-07 17:04:27.113736+00:00
913,Product_1753221872,Clothing,Vendor B,2025-07-22 17:04:32.121808+00:00,2026-02-21 17:04:32.121808+00:00
914,Product_1753221877,Clothing,Vendor A,2025-07-22 17:04:37.141528+00:00,2026-01-07 17:04:37.141528+00:00
915,Product_1753221882,Electronics,Vendor A,2025-07-22 17:04:42.153943+00:00,2026-03-04 17:04:42.153943+00:00
916,Product_1753221887,Clothing,Vendor C,2025-07-22 17:04:47.161289+00:00,2026-01-18 17:04:47.161289+00:00
917,Product_1753221892,Electronics,Vendor C,2025-07-22 17:04:52.172256+00:00,2026-04-21 17:04:52.172256+00:00
918,Product_1753221897,Toys,Vendor C,2025-07-22 17:04:57.182940+00:00,2026-06-25 17:04:57.182940+00:00
919,Product_1753221902,Toys,Vendor A,2025-07-22 17:05:02.193519+00:00,2026-02-09 17:05:02.193519+00:00
920,Product_1753221907,Clothing,Vendor B,2025-07-22 17:05:07.200454+00:00,2026-03-03 17:05:07.200454+00:00
921,Product_1753221912,Books,Vendor D,2025-07-22 17:05:12.207363+00:00,2025-10-13 17:05:12.207363+00:00
922,Product_1753221917,Books,Vendor C,2025-07-22 17:05:17.236197+00:00,2025-12-07 17:05:17.236197+00:00
923,Product_1753221922,Books,Vendor C,2025-07-22 17:05:22.264937+00:00,2026-03-17 17:05:22.264937+00:00
924,Product_1753221927,Grocery,Vendor C,2025-07-22 17:05:27.270798+00:00,2026-04-21 17:05:27.270798+00:00
925,Product_1753221932,Toys,Vendor E,2025-07-22 17:05:32.277046+00:00,2026-07-21 17:05:32.277046+00:00
926,Product_1753221937,Clothing,Vendor B,2025-07-22 17:05:37.285992+00:00,2026-07-21 17:05:37.285992+00:00
927,Product_1753221942,Clothing,Vendor E,2025-07-22 17:05:42.295019+00:00,2025-10-27 17:05:42.295019+00:00
928,Product_1753221947,Books,Vendor B,2025-07-22 17:05:47.307133+00:00,2026-05-28 17:05:47.307133+00:00
929,Product_1753221952,Grocery,Vendor C,2025-07-22 17:05:52.312805+00:00,2025-11-02 17:05:52.312805+00:00
930,Product_1753221957,Clothing,Vendor C,2025-07-22 17:05:57.319228+00:00,2026-02-03 17:05:57.319228+00:00
931,Product_1753221962,Toys,Vendor A,2025-07-22 17:06:02.342972+00:00,2026-06-23 17:06:02.342972+00:00
932,Product_1753221967,Clothing,Vendor A,2025-07-22 17:06:07.351490+00:00,2026-03-18 17:06:07.351490+00:00
933,Product_1753221972,Grocery,Vendor D,2025-07-22 17:06:12.358997+00:00,2026-05-24 17:06:12.358997+00:00
934,Product_1753221977,Books,Vendor E,2025-07-22 17:06:17.365956+00:00,2026-03-09 17:06:17.365956+00:00
935,Product_1753221982,Toys,Vendor D,2025-07-22 17:06:22.372727+00:00,2026-04-30 17:06:22.372727+00:00
936,Product_1753221987,Books,Vendor B,2025-07-22 17:06:27.383607+00:00,2026-04-04 17:06:27.383607+00:00
937,Product_1753221992,Clothing,Vendor A,2025-07-22 17:06:32.395286+00:00,2025-10-21 17:06:32.395286+00:00
938,Product_1753221997,Books,Vendor E,2025-07-22 17:06:37.402415+00:00,2025-12-17 17:06:37.402415+00:00
939,Product_1753222002,Books,Vendor A,2025-07-22 17:06:42.415383+00:00,2026-05-18 17:06:42.415383+00:00
940,Product_1753222007,Grocery,Vendor C,2025-07-22 17:06:47.424781+00:00,2026-03-13 17:06:47.424781+00:00
941,Product_1753222012,Grocery,Vendor C,2025-07-22 17:06:52.431901+00:00,2025-08-31 17:06:52.431901+00:00
942,Product_1753222017,Electronics,Vendor D,2025-07-22 17:06:57.444231+00:00,2026-01-28 17:06:57.444231+00:00
943,Product_1753222022,Books,Vendor D,2025-07-22 17:07:02.455173+00:00,2025-10-02 17:07:02.455173+00:00
944,Product_1753222027,Books,Vendor B,2025-07-22 17:07:07.461759+00:00,2026-03-16 17:07:07.461759+00:00
945,Product_1753222032,Toys,Vendor E,2025-07-22 17:07:12.469297+00:00,2026-05-08 17:07:12.469297+00:00
946,Product_1753222037,Grocery,Vendor D,2025-07-22 17:07:17.480194+00:00,2025-10-24 17:07:17.480194+00:00
947,Product_1753222042,Toys,Vendor D,2025-07-22 17:07:22.489967+00:00,2026-04-10 17:07:22.489967+00:00
948,Product_1753222047,Grocery,Vendor B,2025-07-22 17:07:27.618574+00:00,2025-11-07 17:07:27.618574+00:00
949,Product_1753222052,Grocery,Vendor B,2025-07-22 17:07:32.626023+00:00,2025-11-24 17:07:32.626023+00:00
950,Product_1753222057,Grocery,Vendor B,2025-07-22 17:07:37.642166+00:00,2025-12-26 17:07:37.642166+00:00
951,Product_1753222062,Electronics,Vendor A,2025-07-22 17:07:42.653436+00:00,2026-04-23 17:07:42.653436+00:00
952,Product_1753222067,Books,Vendor E,2025-07-22 17:07:47.678639+00:00,2025-09-16 17:07:47.678639+00:00
953,Product_1753222072,Grocery,Vendor E,2025-07-22 17:07:52.690311+00:00,2026-02-08 17:07:52.690311+00:00
954,Product_1753222077,Toys,Vendor E,2025-07-22 17:07:57.702509+00:00,2026-01-08 17:07:57.702509+00:00
955,Product_1753222082,Grocery,Vendor E,2025-07-22 17:08:02.715530+00:00,2026-05-19 17:08:02.715530+00:00
956,Product_1753222087,Grocery,Vendor B,2025-07-22 17:08:07.728946+00:00,2026-05-31 17:08:07.728946+00:00
957,Product_1753222092,Clothing,Vendor D,2025-07-22 17:08:12.739826+00:00,2026-06-13 17:08:12.739826+00:00
958,Product_1753222097,Electronics,Vendor A,2025-07-22 17:08:17.752771+00:00,2026-01-27 17:08:17.752771+00:00
959,Product_1753222102,Clothing,Vendor A,2025-07-22 17:08:22.764034+00:00,2025-09-12 17:08:22.764034+00:00
960,Product_1753222107,Grocery,Vendor C,2025-07-22 17:08:27.771135+00:00,2026-04-04 17:08:27.771135+00:00
961,Product_1753222112,Grocery,Vendor C,2025-07-22 17:08:32.782197+00:00,2026-05-06 17:08:32.782197+00:00
962,Product_1753222117,Toys,Vendor A,2025-07-22 17:08:37.795519+00:00,2026-05-26 17:08:37.795519+00:00
963,Product_1753222122,Books,Vendor D,2025-07-22 17:08:42.806945+00:00,2026-04-10 17:08:42.806945+00:00
964,Product_1753222127,Grocery,Vendor C,2025-07-22 17:08:47.817724+00:00,2025-09-20 17:08:47.817724+00:00
965,Product_1753222132,Electronics,Vendor D,2025-07-22 17:08:52.829051+00:00,2025-12-21 17:08:52.829051+00:00
966,Product_1753222137,Grocery,Vendor D,2025-07-22 17:08:57.835646+00:00,2026-03-10 17:08:57.835646+00:00
967,Product_1753222142,Grocery,Vendor E,2025-07-22 17:09:02.843278+00:00,2026-06-10 17:09:02.843278+00:00
968,Product_1753222147,Electronics,Vendor D,2025-07-22 17:09:07.855972+00:00,2026-06-08 17:09:07.855972+00:00
969,Product_1753222152,Books,Vendor D,2025-07-22 17:09:12.864021+00:00,2026-04-21 17:09:12.864021+00:00
970,Product_1753222157,Electronics,Vendor D,2025-07-22 17:09:17.876270+00:00,2025-12-28 17:09:17.876270+00:00
971,Product_1753222162,Books,Vendor A,2025-07-22 17:09:22.887066+00:00,2025-10-16 17:09:22.887066+00:00
972,Product_1753222167,Electronics,Vendor E,2025-07-22 17:09:27.892526+00:00,2026-07-10 17:09:27.892526+00:00
973,Product_1753222172,Clothing,Vendor E,2025-07-22 17:09:32.898764+00:00,2025-12-04 17:09:32.898764+00:00
974,Product_1753222177,Toys,Vendor A,2025-07-22 17:09:37.905862+00:00,2026-03-10 17:09:37.905862+00:00
975,Product_1753222182,Toys,Vendor B,2025-07-22 17:09:42.915041+00:00,2025-10-17 17:09:42.915041+00:00
976,Product_1753222187,Electronics,Vendor B,2025-07-22 17:09:47.925077+00:00,2026-01-31 17:09:47.925077+00:00
977,Product_1753222192,Books,Vendor D,2025-07-22 17:09:52.931511+00:00,2026-05-06 17:09:52.931511+00:00
978,Product_1753222197,Electronics,Vendor E,2025-07-22 17:09:57.938102+00:00,2026-06-07 17:09:57.938102+00:00
979,Product_1753222202,Electronics,Vendor D,2025-07-22 17:10:02.949470+00:00,2025-09-26 17:10:02.949470+00:00
980,Product_1753222207,Books,Vendor B,2025-07-22 17:10:07.958261+00:00,2025-11-10 17:10:07.958261+00:00
981,Product_1753222212,Books,Vendor A,2025-07-22 17:10:12.963872+00:00,2025-09-20 17:10:12.963872+00:00
982,Product_1753222217,Books,Vendor D,2025-07-22 17:10:17.978192+00:00,2026-01-12 17:10:17.978192+00:00
